class,cap-shape,cap-surface,cap-color,bruises,odor,population,habitat
p,x,f,y,f,f,y,g
p,b,y,w,t,n,c,l
p,f,s,b,t,f,v,u
p,x,y,y,f,f,y,p
p,f,y,g,f,f,y,d
p,f,y,g,f,f,v,p
p,f,y,y,f,f,v,p
p,f,f,g,f,f,y,d
p,x,y,y,f,f,v,d
p,x,f,y,f,f,v,g
p,f,f,g,f,f,y,g
p,x,s,w,t,f,s,u
e,f,y,g,t,n,v,d
p,x,y,n,f,y,v,d
p,f,y,g,f,f,y,d
p,f,f,g,f,f,y,g
e,f,y,e,t,n,v,d
e,x,y,b,t,n,c,w
p,x,y,y,f,f,y,g
p,x,y,y,f,f,y,d
p,x,y,y,f,f,v,p
p,x,y,y,f,f,y,g
p,f,f,y,f,f,y,g
p,f,y,g,f,f,y,g
p,x,f,g,f,f,y,g
p,f,y,y,f,f,v,g
p,x,y,g,f,f,v,g
p,x,y,y,f,f,y,g
p,f,y,g,f,f,y,p
p,f,y,y,f,f,y,g
p,x,y,g,f,f,y,d
p,f,y,g,f,f,v,d
p,f,y,g,f,f,y,p
e,x,y,u,f,n,y,d
p,x,f,g,f,f,v,g
p,f,f,y,f,f,v,g
p,f,f,y,f,f,y,g
p,x,f,y,f,f,v,g
p,f,f,y,f,f,v,g
p,f,f,g,f,f,v,g
p,f,y,g,f,f,y,d
p,f,f,g,f,f,v,g
p,f,f,y,f,f,y,d
p,f,y,y,f,f,v,p
p,f,f,g,f,f,v,p
p,f,y,g,f,f,y,g
p,f,f,y,f,f,y,d
e,f,f,e,t,n,y,d
p,f,s,b,t,f,v,u
p,f,y,g,f,f,v,d
p,f,f,g,f,f,v,p
p,x,y,y,f,f,y,g
p,f,f,y,f,f,y,p
p,f,y,y,f,f,v,d
e,f,y,n,t,n,v,d
p,f,y,y,f,f,y,g
e,x,s,b,t,n,c,w
p,x,y,y,f,f,y,g
p,x,f,y,f,f,y,d
p,x,y,y,f,f,y,g
p,f,y,g,f,f,v,p
e,f,f,e,t,n,y,d
p,f,f,y,f,f,v,d
p,f,f,y,f,f,v,g
p,x,y,y,f,f,v,d
p,x,f,y,f,f,v,g
p,x,y,n,f,y,v,d
p,f,f,y,f,f,v,p
p,x,y,y,f,f,v,g
p,f,f,y,f,f,v,p
p,f,f,y,f,f,v,d
p,f,y,g,f,f,v,p
p,f,y,g,f,f,v,g
p,f,y,g,f,f,v,d
p,f,f,g,f,f,v,g
p,x,s,g,f,c,v,d
p,x,y,y,f,f,y,g
p,f,s,g,t,f,s,u
p,x,y,g,f,f,v,g
p,x,y,y,f,f,y,p
p,x,y,y,f,f,y,d
e,f,y,g,t,n,y,d
p,f,f,g,f,f,y,d
p,f,y,y,f,f,v,g
p,f,y,g,f,f,y,p
p,x,y,y,f,f,y,g
p,x,y,g,f,f,y,d
p,x,f,y,f,f,y,p
e,f,y,n,t,n,v,d
p,x,y,g,f,f,y,g
p,f,f,y,f,f,v,g
p,x,y,g,f,f,v,p
p,x,y,y,f,f,y,g
p,f,f,g,f,f,y,p
p,f,f,g,f,f,y,g
p,x,y,y,f,f,y,g
e,k,y,b,t,n,c,w
p,x,y,y,f,f,y,p
p,x,y,n,f,s,v,d
p,f,y,g,f,f,y,p
p,x,y,g,f,f,y,p
p,f,y,y,f,f,v,g
p,f,y,g,f,f,v,d
p,f,f,g,f,f,y,g
p,f,y,y,f,f,y,g
p,x,f,y,f,f,y,d
p,x,s,w,t,f,v,u
p,x,y,y,f,f,v,g
p,f,f,y,f,f,y,p
p,x,f,y,f,f,y,g
p,x,y,y,f,f,v,p
p,f,y,y,f,f,v,g
p,x,y,y,f,f,y,g
p,x,y,y,f,f,v,p
p,f,y,g,f,f,y,p
p,f,f,y,f,f,y,p
p,f,f,g,f,f,v,p
e,f,y,n,t,n,y,d
p,x,y,y,f,f,v,d
p,x,y,g,f,f,v,p
p,f,y,g,f,f,v,g
p,f,y,g,f,f,v,g
p,x,y,y,f,f,y,d
p,f,f,g,f,f,v,p
p,x,y,g,f,f,v,d
p,x,y,y,f,f,v,d
p,x,f,y,f,f,y,d
p,f,f,y,f,f,y,d
e,f,f,c,f,n,v,l
p,f,y,g,f,f,v,g
p,x,y,g,f,f,y,p
p,f,f,y,f,n,v,d
p,f,f,y,f,f,y,p
p,x,s,g,t,f,v,g
e,f,s,n,t,n,c,w
p,x,y,n,f,y,v,p
p,x,s,g,f,c,v,d
p,x,f,y,f,f,y,d
p,f,y,g,f,f,v,g
p,f,y,g,f,f,y,d
p,x,y,y,f,f,v,g
p,x,y,y,f,f,v,g
p,x,y,g,f,f,y,d
p,f,y,g,f,f,y,d
p,f,y,g,f,f,y,g
p,f,f,y,f,f,y,g
p,x,f,y,f,f,v,d
p,f,f,y,f,f,v,p
p,f,f,g,f,f,y,p
p,f,f,y,f,f,y,p
p,f,y,y,f,f,y,d
p,f,f,y,f,f,v,p
p,f,f,y,f,f,v,d
p,x,y,g,f,f,v,g
p,x,y,g,f,f,v,g
p,x,y,g,f,f,v,d
e,x,s,b,t,n,c,w
p,f,f,g,f,f,v,d
p,x,f,y,f,f,v,d
p,x,y,n,f,s,v,l
p,x,y,g,f,f,y,d
p,f,y,g,f,f,v,p
p,f,y,g,f,f,y,d
p,f,f,y,f,f,y,g
p,x,y,y,f,f,v,d
p,x,f,y,f,f,v,g
p,f,f,g,f,f,y,p
p,x,y,g,f,f,v,p
p,f,f,y,f,f,y,g
p,x,f,y,f,f,y,g
e,x,y,u,f,n,v,d
e,f,y,b,t,n,c,w
p,f,y,y,f,f,y,d
p,x,y,y,f,f,y,p
p,x,y,g,f,f,v,g
p,f,f,g,f,f,y,d
p,f,y,g,f,f,v,g
p,f,f,g,f,f,y,g
p,f,y,g,f,f,v,g
p,x,f,y,f,f,y,g
p,f,f,y,f,f,v,d
p,f,f,g,f,f,v,d
p,f,y,y,f,f,v,g
p,f,y,y,f,f,y,g
p,f,f,g,f,f,v,g
p,f,s,b,t,f,v,g
p,f,s,w,t,n,v,m
p,x,y,y,f,f,y,p
p,f,f,y,f,f,v,p
p,f,y,g,f,f,v,g
p,x,y,y,f,f,v,d
p,x,f,y,f,f,v,p
p,x,f,y,f,f,y,d
e,f,f,g,t,n,v,d
e,x,y,u,f,n,v,d
p,x,y,g,f,f,y,d
p,f,f,y,f,f,v,g
p,x,y,y,f,f,v,d
p,f,y,g,f,f,v,d
p,x,y,y,f,f,y,p
p,x,f,y,f,f,v,d
p,x,y,y,f,f,y,p
p,f,f,y,f,f,v,g
p,x,y,g,f,f,y,p
p,f,y,g,f,f,y,g
p,f,y,g,f,f,v,p
p,x,f,y,f,f,y,p
e,f,f,e,t,n,v,d
p,x,y,y,f,f,y,d
p,f,f,g,f,f,v,d
p,x,y,g,f,f,y,p
p,f,y,g,f,f,v,p
p,f,f,g,f,f,y,p
p,f,f,g,f,f,y,d
p,f,f,g,f,f,v,g
p,f,y,g,f,f,y,d
p,f,f,y,f,f,v,d
p,x,f,y,f,f,y,d
p,x,y,g,f,f,v,p
p,x,y,g,f,f,y,p
p,x,f,w,f,c,v,d
p,f,f,g,f,f,y,d
p,x,f,y,f,f,v,p
p,f,y,g,f,f,v,d
p,x,f,y,f,f,v,g
p,f,y,g,f,f,v,d
p,f,y,g,f,f,v,d
p,f,f,y,f,f,y,p
p,x,y,g,f,f,v,g
p,f,y,y,f,f,v,g
p,f,f,y,f,f,y,p
p,x,f,y,f,f,v,d
p,f,f,y,f,f,v,g
p,x,y,y,f,f,y,p
p,f,f,y,f,f,y,d
p,x,f,y,f,f,v,g
p,f,y,g,f,f,y,d
p,f,f,g,f,f,y,d
p,f,f,y,f,f,v,g
p,f,f,g,f,f,v,d
p,f,f,g,f,f,y,g
p,f,f,y,f,f,v,d
p,x,y,y,f,f,y,d
p,x,y,y,f,f,v,d
p,f,f,y,f,f,y,d
p,x,y,y,f,f,v,d
p,x,y,y,f,f,v,g
p,x,y,n,f,y,v,d
e,f,y,b,t,n,c,w
p,x,f,y,f,f,v,g
p,x,y,y,f,f,y,d
p,f,y,g,f,f,y,d
p,x,y,y,f,f,y,d
p,f,y,g,f,f,v,p
p,f,y,g,f,f,y,d
p,f,f,g,f,f,v,p
p,x,f,y,f,f,v,p
p,f,f,y,f,f,y,g
p,f,f,y,f,f,y,d
p,f,y,g,f,f,v,p
p,f,y,g,f,f,y,g
p,f,f,g,f,f,y,g
p,f,y,g,f,f,v,d
p,f,f,g,f,f,v,d
p,f,y,g,f,f,v,p
p,x,f,g,f,c,s,d
p,f,s,b,t,f,v,g
e,f,f,e,t,n,v,d
p,x,y,y,f,f,v,p
p,x,y,g,f,f,y,d
p,f,y,g,f,f,v,g
e,f,f,g,t,n,v,d
p,x,y,y,f,f,y,d
p,x,y,y,f,f,v,p
p,f,f,y,f,f,y,p
p,x,f,y,f,f,v,p
p,x,f,y,f,f,y,d
p,x,y,g,f,f,v,g
p,f,s,w,t,f,s,u
p,x,y,g,f,f,v,d
p,x,f,y,f,f,v,g
p,f,y,g,f,f,y,p
p,x,y,g,f,f,v,p
p,x,f,y,f,f,v,d
e,f,y,u,f,n,v,d
p,f,f,y,f,f,y,d
p,f,y,g,f,f,v,g
p,x,y,y,f,f,y,g
p,f,f,g,f,f,y,g
e,f,y,n,t,n,y,d
p,x,f,y,f,f,v,p
p,f,f,g,f,f,y,d
p,x,y,g,f,f,y,p
p,f,f,y,f,f,y,g
p,x,f,y,f,f,v,d
p,x,y,y,f,f,v,p
p,x,f,y,f,f,v,p
p,f,y,g,f,f,v,g
p,x,s,w,t,f,s,u
e,f,y,e,t,n,c,w
e,x,y,u,f,n,y,d
p,x,y,y,f,f,v,g
p,x,y,g,f,f,y,d
p,x,f,y,f,f,y,p
p,f,f,g,f,f,y,d
p,x,y,g,f,f,y,p
p,f,f,g,f,f,y,g
p,f,f,y,f,f,y,g
p,x,y,g,f,f,y,p
p,f,y,g,f,f,y,p
e,f,s,p,t,n,c,w
p,f,f,g,f,f,y,p
p,x,y,y,f,f,y,p
p,x,y,g,f,f,y,p
p,f,f,y,f,f,v,g
p,x,f,y,f,f,y,d
p,f,y,g,f,f,y,d
p,f,y,y,f,f,y,p
p,x,y,g,f,f,y,g
p,x,y,g,f,f,y,d
p,f,f,y,f,f,y,p
p,f,f,g,f,f,y,d
p,x,y,g,f,f,y,p
p,f,f,y,f,f,v,p
p,f,y,g,f,f,v,d
p,x,y,g,f,f,y,g
p,f,f,g,f,f,v,d
p,x,y,g,f,f,y,g
p,f,f,g,f,f,v,d
p,x,y,y,f,f,y,p
p,x,f,y,f,f,y,g
p,x,y,g,f,f,v,p
p,f,f,y,f,f,v,p
e,f,y,n,t,n,y,d
p,f,f,g,f,f,y,d
p,x,y,y,f,f,y,p
p,x,s,g,t,f,s,g
p,f,y,y,f,f,v,p
p,x,y,y,f,f,v,p
p,x,f,w,f,c,s,d
p,x,f,y,f,f,y,d
p,f,s,b,t,f,s,u
p,x,y,y,f,f,y,g
p,x,y,g,f,f,y,d
p,f,f,y,f,f,y,g
p,f,s,p,t,n,v,g
p,f,s,b,t,f,v,u
p,x,y,g,f,f,v,g
p,x,y,g,f,f,y,g
p,x,y,g,f,f,v,g
p,f,f,g,f,f,y,p
p,f,f,g,f,f,v,p
p,x,f,y,f,f,y,p
p,f,f,y,f,f,v,p
e,f,y,u,f,n,v,d
p,x,f,y,f,f,y,g
e,f,f,e,t,n,v,d
p,f,f,y,f,f,y,g
p,x,f,y,f,f,v,g
p,x,y,n,f,f,v,l
p,x,y,g,f,f,y,g
p,x,f,y,f,f,y,d
p,f,f,g,f,f,y,g
p,x,y,g,f,f,v,p
p,x,y,g,f,f,y,g
p,x,f,y,f,f,y,d
p,f,f,y,f,f,y,g
p,f,y,g,f,f,v,p
p,f,y,g,f,f,y,g
e,f,y,n,t,n,y,d
p,x,y,y,f,f,v,g
e,f,f,e,t,n,y,d
p,x,f,y,f,f,y,d
p,x,y,g,f,f,y,p
p,f,y,g,f,f,y,p
p,x,f,y,f,f,y,p
p,f,f,g,f,f,v,d
p,f,f,g,f,f,v,d
p,f,y,g,f,f,y,p
p,f,y,g,f,f,y,g
p,x,f,y,f,f,v,d
p,x,y,y,f,f,y,p
p,f,f,y,f,f,v,d
p,x,y,g,f,f,y,d
p,f,f,y,f,f,y,p
p,f,y,g,f,f,v,d
p,x,f,p,f,c,s,d
p,f,f,y,f,f,v,d
p,x,y,g,f,f,v,d
p,x,y,y,f,f,y,g
p,x,y,g,f,f,v,d
p,f,y,y,f,f,v,p
p,x,y,g,f,f,y,p
p,x,f,y,f,f,v,d
p,f,y,g,f,f,v,d
p,f,y,g,f,f,v,g
p,x,y,y,f,f,y,d
p,f,f,y,f,f,y,d
p,x,y,g,f,f,v,d
p,x,y,y,f,f,y,d
p,x,y,g,f,f,v,d
p,x,y,g,f,f,y,g
p,x,f,y,f,f,v,g
p,x,y,g,f,f,y,d
p,f,f,g,f,f,y,p
p,f,f,g,f,f,v,g
p,x,y,g,f,f,v,p
p,x,f,y,f,f,v,d
p,x,y,g,f,f,y,d
p,f,f,g,f,f,v,p
p,x,y,y,f,f,v,p
p,x,f,y,f,f,v,d
p,f,y,g,f,f,y,d
p,f,f,g,f,f,v,p
e,x,s,p,t,n,c,w
p,f,f,y,f,f,v,d
p,x,s,p,f,c,v,d
p,x,f,y,f,f,y,g
p,f,f,g,f,f,y,p
p,x,f,y,f,f,y,g
e,f,f,e,t,n,y,d
p,x,y,y,f,f,v,d
p,x,f,y,f,f,y,g
p,f,y,g,f,f,v,g
p,f,f,y,f,f,y,g
e,f,y,n,t,n,v,d
p,x,y,y,f,f,y,p
p,f,f,g,f,f,v,p
p,x,y,y,f,f,v,p
p,f,f,y,f,f,y,d
p,f,y,y,f,f,y,d
p,f,y,g,f,f,v,g
p,f,f,g,f,f,v,g
p,x,y,y,f,f,y,g
p,f,y,g,f,f,y,p
p,x,y,y,f,f,y,g
e,f,f,g,t,n,y,d
p,x,s,g,t,f,s,g
p,x,y,n,f,f,v,p
p,f,s,g,t,f,v,g
p,f,y,g,f,f,y,g
p,f,y,y,f,f,v,g
p,f,y,g,f,f,v,d
e,f,y,e,t,n,c,w
p,f,y,g,f,f,v,p
p,x,f,y,f,f,v,g
p,f,f,g,f,f,y,d
p,x,y,y,f,f,y,d
p,f,f,y,f,f,y,g
e,f,y,n,t,n,c,w
p,f,y,g,f,f,v,g
p,k,f,n,f,n,v,d
p,f,f,g,f,f,v,d
p,f,f,y,f,f,v,p
p,x,y,n,f,s,v,p
p,f,f,g,f,f,v,d
p,f,f,g,f,f,y,p
p,f,s,w,t,f,v,g
p,f,f,y,f,f,v,d
p,x,y,g,f,f,y,g
p,x,f,y,f,f,y,g
e,x,y,e,t,n,c,w
p,f,y,y,f,f,v,d
p,b,f,y,f,n,v,d
p,f,y,y,f,f,v,d
p,x,s,g,t,f,s,u
p,f,y,y,f,f,v,d
p,f,f,y,f,f,v,g
e,k,y,e,t,n,c,w
p,f,f,y,f,f,v,p
p,f,f,y,f,f,v,p
e,k,y,n,f,n,v,l
p,x,s,w,f,c,v,d
p,x,f,y,f,f,y,g
p,x,f,y,f,f,v,p
p,x,f,y,f,f,y,d
p,f,y,y,f,f,v,p
p,b,s,b,t,n,v,g
p,x,s,w,t,f,v,g
e,f,y,e,t,n,y,d
p,b,s,w,t,n,v,m
e,f,y,p,t,n,c,w
p,x,s,w,t,f,v,g
e,k,y,n,t,n,c,w
p,x,y,y,f,f,y,p
p,f,s,b,t,f,v,u
p,f,y,g,f,f,v,d
p,x,y,y,f,f,v,d
p,x,y,g,f,f,v,d
p,x,f,y,f,f,y,p
p,x,y,y,f,f,v,d
p,x,y,y,f,f,y,d
p,x,f,y,f,f,y,p
p,x,y,g,f,f,y,p
p,f,f,g,f,f,v,p
e,k,s,e,t,n,c,w
e,f,y,n,t,n,c,w
e,f,s,b,t,n,c,w
p,x,y,y,f,f,v,d
e,f,f,g,t,n,v,d
p,f,f,y,f,f,y,p
p,f,y,g,f,f,y,g
p,x,s,g,t,f,v,g
p,f,f,g,f,f,v,p
p,x,f,y,f,f,y,d
p,f,f,y,f,f,v,g
p,x,y,n,f,f,v,l
p,f,f,g,f,f,v,p
e,f,y,n,t,n,c,w
e,f,y,e,t,n,v,d
p,f,y,g,f,f,y,g
p,x,y,y,f,f,v,p
p,f,f,g,f,f,y,d
e,f,f,e,t,n,v,d
p,x,y,y,f,f,v,p
p,f,f,y,f,f,y,p
p,f,f,g,f,f,v,p
p,f,y,y,f,f,y,d
p,x,y,g,f,f,v,d
p,b,y,w,t,n,v,m
p,f,f,y,f,f,y,p
p,x,y,n,f,f,v,d
p,f,f,g,f,f,y,g
p,x,y,y,f,f,v,g
p,f,y,y,f,f,y,p
e,f,y,p,t,n,c,w
p,x,s,w,t,f,s,g
p,f,y,g,f,f,y,g
p,x,y,g,f,f,v,p
p,x,f,y,f,f,v,g
p,f,s,b,t,f,s,u
p,x,f,g,f,c,v,d
p,x,f,y,f,f,y,p
p,f,y,g,f,f,y,g
p,f,y,y,f,f,y,p
e,x,y,r,f,n,y,d
e,f,y,w,f,n,v,d
p,x,f,y,f,f,v,d
p,f,y,y,f,f,y,p
p,f,y,y,f,f,y,g
p,x,y,e,f,y,v,p
p,x,y,e,f,y,v,l
p,x,y,g,f,f,y,d
p,x,y,y,f,f,v,g
p,f,f,g,f,f,y,d
p,x,y,g,f,f,y,g
p,x,y,y,f,f,v,d
p,f,f,y,f,f,y,p
e,f,s,e,t,n,c,w
p,f,f,y,f,f,y,p
p,x,y,y,f,f,y,p
p,f,s,g,t,f,s,g
p,f,f,y,f,f,v,g
p,x,y,y,f,f,y,d
p,x,f,y,f,f,y,p
p,x,s,g,t,f,v,u
p,f,y,g,f,f,y,g
p,f,f,g,f,f,v,g
p,x,s,w,f,c,v,d
p,f,y,g,f,f,y,p
e,f,y,e,t,n,y,d
p,x,f,y,f,f,y,g
p,x,y,y,f,f,y,p
e,k,s,b,t,n,c,w
p,f,f,y,f,f,v,g
p,f,f,y,f,f,v,d
p,x,y,y,f,f,y,g
e,x,f,n,f,n,v,l
e,x,y,e,t,n,c,w
p,x,y,g,f,f,v,p
p,x,f,y,f,f,v,g
p,f,s,g,t,f,v,g
p,x,y,y,f,f,y,g
p,f,y,g,f,f,v,p
p,x,y,g,f,f,v,g
p,x,y,n,f,s,v,p
e,k,s,b,t,n,c,w
p,f,f,y,f,f,y,d
p,x,f,g,f,f,v,p
p,f,y,g,f,f,y,p
p,x,f,y,f,f,v,d
p,f,y,y,f,f,v,g
e,k,s,p,t,n,c,w
p,f,y,n,f,n,v,d
p,x,y,g,f,f,y,d
p,x,f,y,f,f,y,d
p,x,y,g,f,f,v,p
p,f,s,b,t,f,v,u
e,f,s,b,t,n,c,w
p,f,s,w,t,f,s,u
p,f,y,g,f,f,y,p
p,x,f,y,f,f,v,p
p,f,y,g,f,f,v,p
p,f,y,y,f,f,y,g
p,f,f,y,f,f,v,d
p,x,s,b,t,f,v,u
p,f,f,g,f,f,y,p
p,x,y,g,f,f,y,d
p,f,f,y,f,f,y,g
p,f,y,y,f,f,y,d
p,f,s,g,t,f,s,u
e,f,s,b,t,n,c,w
e,x,s,p,t,n,c,w
e,k,s,n,t,n,c,w
p,f,y,p,t,n,v,g
p,f,y,g,f,f,v,p
p,x,y,y,f,f,v,p
p,f,f,g,f,f,v,g
p,f,f,g,f,f,y,d
p,x,f,y,f,f,y,p
p,f,f,g,f,f,v,d
p,f,y,g,f,f,y,d
p,f,y,y,f,f,v,d
p,f,f,y,f,f,v,g
p,f,y,y,f,f,y,g
p,x,y,y,f,f,v,d
p,x,y,y,f,f,y,p
p,f,y,g,f,f,v,g
p,f,f,g,f,f,y,d
p,x,y,y,f,f,v,p
p,x,y,y,f,f,y,p
e,f,y,u,f,n,y,d
p,f,f,g,f,f,v,g
p,x,y,n,f,y,v,l
p,x,y,y,f,f,v,g
p,x,y,y,f,f,y,p
p,x,y,g,f,f,v,g
p,f,f,y,f,f,v,d
p,x,f,y,f,f,y,d
p,x,y,g,f,f,v,p
e,f,s,b,t,n,c,w
p,f,f,g,f,f,y,p
p,f,y,y,f,f,v,d
e,x,s,n,t,n,c,w
p,f,f,g,f,f,y,p
p,x,y,g,f,f,v,d
p,x,y,n,f,f,v,p
p,f,f,y,f,f,v,d
p,x,y,n,f,n,v,d
p,b,s,b,t,n,v,g
p,f,f,y,f,f,v,d
p,f,y,g,f,f,y,d
e,f,y,u,f,n,y,d
p,x,f,y,f,f,v,g
p,f,y,y,f,f,y,g
p,f,f,y,f,f,y,g
p,x,y,y,f,f,y,d
e,x,y,e,t,n,c,w
p,f,f,g,f,f,v,g
p,x,y,y,f,f,v,g
p,x,y,y,f,f,v,p
p,f,y,g,f,f,v,p
e,k,s,b,t,n,c,w
p,f,y,y,f,f,y,d
p,x,y,g,f,f,v,p
p,x,f,y,f,f,v,d
p,f,f,y,f,f,v,p
p,f,s,w,t,f,v,u
p,x,s,g,f,c,v,d
p,f,y,y,f,f,y,d
e,f,y,u,f,n,v,d
p,x,f,y,f,f,y,d
p,f,y,g,f,f,y,d
p,x,f,y,f,f,v,g
p,x,f,y,f,f,v,p
p,x,s,g,t,f,s,u
p,f,y,g,f,f,y,d
p,f,f,y,f,f,y,p
p,f,f,y,f,f,y,d
p,x,y,g,f,f,v,d
p,x,y,g,f,f,v,g
p,x,y,g,f,f,y,d
p,x,f,g,f,f,y,g
p,x,y,y,f,f,y,p
p,f,f,g,f,f,v,g
p,f,f,y,f,f,y,d
p,x,y,g,f,f,y,p
p,f,f,y,f,f,v,p
p,x,y,n,f,s,v,l
p,x,f,y,f,f,y,p
p,x,y,y,f,f,v,p
p,f,s,b,t,f,v,g
p,f,f,g,f,f,v,d
p,f,y,y,f,f,y,p
p,x,f,y,f,f,y,p
p,f,f,g,f,f,v,d
p,x,y,y,f,f,y,d
p,x,y,g,f,f,v,d
p,x,y,e,f,y,v,l
e,k,y,b,t,n,c,w
e,f,y,b,t,n,c,w
p,x,y,g,f,f,y,d
p,f,f,y,f,f,y,p
p,x,y,g,f,f,y,g
p,f,y,g,f,f,y,g
p,x,s,b,t,f,s,u
p,f,y,y,f,f,v,p
p,x,s,w,t,f,s,u
p,x,f,y,f,f,v,p
p,x,y,g,f,f,y,p
p,x,s,w,t,f,s,u
p,f,s,b,t,f,s,g
p,x,s,w,t,f,s,u
p,f,f,y,f,f,y,d
p,f,y,g,f,f,y,p
p,x,f,y,f,f,v,g
p,f,f,g,f,f,v,p
e,x,y,w,f,n,y,d
e,x,s,e,t,n,c,w
p,x,y,g,f,f,v,g
p,f,f,g,f,f,v,g
p,x,y,n,f,y,v,l
p,x,y,g,f,f,v,p
p,f,f,g,f,f,y,p
p,f,f,y,f,f,v,p
p,f,f,y,f,f,y,d
e,f,f,e,t,n,y,d
p,x,y,y,f,f,y,g
p,f,y,y,f,f,v,d
p,f,f,g,f,f,v,p
p,x,y,y,f,f,y,g
p,x,f,y,f,f,y,p
p,k,f,y,f,n,v,d
p,f,f,y,f,f,y,g
e,k,f,c,f,n,v,l
p,f,f,g,f,f,v,p
p,f,y,y,f,f,y,p
p,x,y,g,f,f,v,d
p,x,y,g,f,f,v,p
p,f,f,y,f,f,v,g
p,f,y,y,f,f,v,d
p,x,f,y,f,f,y,d
p,f,f,y,f,f,v,p
p,x,y,y,f,f,y,d
p,b,y,p,t,n,v,g
e,k,y,p,t,n,c,w
p,x,y,y,f,f,v,p
p,x,f,y,f,f,v,g
e,k,y,b,t,n,c,w
p,f,y,y,f,f,y,d
p,x,s,w,t,f,s,u
p,x,y,n,f,s,v,p
p,x,y,n,f,y,v,d
p,x,y,e,f,y,v,p
p,f,g,w,t,n,c,l
p,x,s,g,t,f,v,u
e,f,y,c,f,n,v,l
p,x,y,g,f,f,y,g
p,f,y,y,f,f,v,d
p,f,y,y,f,f,y,p
e,f,y,p,t,n,c,w
p,x,s,b,t,f,v,g
p,x,s,g,t,f,s,g
p,x,y,e,f,y,v,p
e,k,y,c,f,n,v,l
p,x,s,w,t,f,s,u
p,x,s,w,t,f,v,g
p,f,s,b,t,f,v,u
p,f,s,b,t,f,v,g
e,k,y,c,f,n,v,l
p,x,y,g,f,f,v,d
p,f,s,w,t,f,v,g
p,f,s,g,t,f,s,u
p,c,g,w,t,n,c,l
p,x,s,g,t,f,s,u
p,b,g,w,t,n,c,l
p,x,s,b,t,f,v,g
p,f,s,w,t,f,s,u
p,b,f,y,f,n,v,d
p,x,y,n,f,s,v,d
p,x,y,n,f,y,v,d
e,k,s,n,t,n,c,w
e,k,y,b,t,n,c,w
p,f,s,w,t,f,v,g
p,f,s,b,t,n,v,m
p,f,y,y,f,f,y,p
p,x,y,g,f,f,y,g
p,f,s,b,t,n,v,g
p,x,y,n,f,f,v,p
p,x,y,e,f,y,v,p
p,f,f,g,f,f,y,d
e,x,s,e,t,n,c,w
p,x,y,n,f,f,v,l
p,x,f,y,f,f,y,g
p,x,y,n,f,y,v,d
e,f,f,n,f,n,v,l
p,x,y,n,f,f,v,p
e,x,s,b,t,n,c,w
e,f,y,n,t,n,c,w
p,f,y,y,f,f,y,p
p,f,y,b,t,n,v,m
p,x,y,n,f,n,v,d
p,x,y,n,f,y,v,l
p,x,s,b,t,f,s,g
p,x,s,b,t,f,v,g
p,f,y,y,f,f,y,p
p,f,s,g,t,f,v,g
p,x,y,n,f,f,v,l
p,x,s,b,t,f,v,g
p,f,f,n,f,n,v,d
e,x,y,e,t,n,c,w
p,f,s,b,t,f,s,g
p,f,s,w,t,f,s,g
e,k,y,e,t,n,c,w
p,x,f,y,f,f,y,p
p,x,f,n,f,n,v,d
e,x,y,n,t,n,c,w
p,x,y,g,f,f,y,g
p,f,s,b,t,f,v,g
p,f,s,b,t,f,s,g
p,f,y,y,f,f,v,g
p,f,y,y,f,f,v,d
e,x,s,p,t,n,c,w
e,f,s,p,t,n,c,w
p,b,y,w,t,n,v,g
e,x,y,c,f,n,v,l
e,f,s,n,t,n,c,w
p,x,s,b,t,f,v,u
p,x,s,g,t,f,v,g
p,f,y,y,f,f,y,d
p,x,s,b,t,f,v,u
p,x,s,w,t,f,s,g
e,f,y,c,f,n,v,l
p,x,y,e,f,y,v,d
p,f,f,y,f,f,y,d
e,x,y,w,f,n,v,d
p,x,y,y,f,f,v,p
p,f,y,p,t,n,v,g
p,f,s,g,t,f,v,u
p,x,y,n,f,s,v,d
e,k,s,p,t,n,c,w
p,x,y,n,f,f,v,l
p,x,y,g,f,f,v,p
p,f,s,b,t,f,s,u
e,k,y,p,t,n,c,w
p,x,f,y,f,f,v,p
p,f,y,g,f,f,v,g
p,f,f,g,f,f,y,d
p,x,s,b,t,f,s,g
p,x,y,n,f,f,v,p
p,x,y,y,f,f,v,d
p,f,f,y,f,f,v,d
p,f,f,n,f,n,v,d
e,k,s,b,t,n,c,w
p,f,y,y,f,f,v,g
p,x,y,e,f,y,v,l
p,x,s,g,t,f,s,u
e,f,s,n,t,n,c,w
p,x,y,g,f,f,v,p
p,x,y,n,f,y,v,d
p,x,s,g,t,f,v,u
p,x,s,g,t,f,v,g
p,f,y,p,t,n,v,m
e,k,y,b,t,n,c,w
p,x,s,w,t,f,v,u
p,x,y,n,f,y,v,d
e,k,y,n,t,n,c,w
p,f,y,y,f,f,y,d
e,x,y,p,t,n,c,w
p,f,s,g,t,f,s,u
e,x,s,p,t,n,c,w
p,b,y,n,f,n,v,d
p,f,s,b,t,f,v,g
p,x,y,n,f,f,v,p
p,x,y,n,f,f,v,d
p,x,s,b,t,f,s,u
p,x,y,n,f,f,v,l
e,k,y,p,t,n,c,w
e,k,f,c,f,n,v,l
p,x,y,y,f,f,v,g
e,x,s,n,t,n,c,w
p,f,f,g,f,f,y,p
p,f,y,y,f,f,v,d
